date,symbol,open,high,low,close,volume
2026-01-21,nifty50,25141.0,25300.94921875,24919.80078125,25157.5,395600
2026-01-21,nifty_it,38001.94921875,38128.30078125,37451.3515625,37992.30078125,34600
2026-02-17,gold_mcx,5020.0,5020.0,4847.7998046875,4882.89990234375,540
2026-01-29,inr_usd,92.04080200195312,92.13009643554688,91.80560302734376,92.04080200195312,0
2026-01-21,sensex,81794.6484375,82407.046875,81124.453125,81909.6328125,13200
2026-01-22,nifty50,25344.150390625,25435.75,25168.5,25289.900390625,486400
2026-01-22,nifty_it,38294.80078125,38542.5,38080.94921875,38301.75,25700
2026-02-18,gold_mcx,4872.2001953125,4987.0,4869.5,4986.5,544
2026-01-30,inr_usd,91.78199768066406,92.0177993774414,91.78199768066406,91.78189849853516,0
2026-01-22,sensex,82459.65625,82783.1796875,81874.390625,82307.3671875,26500
2026-02-19,gold_mcx,5014.7001953125,5014.7001953125,4975.89990234375,4975.89990234375,37
2026-01-23,nifty50,25344.599609375,25347.94921875,25025.30078125,25048.650390625,393900
2026-01-23,nifty_it,38513.69921875,38576.6484375,38149.30078125,38238.5,31300
2026-02-20,gold_mcx,5039.5,5072.7001953125,5039.5,5059.2998046875,134
2026-02-02,inr_usd,91.68240356445312,92.01950073242188,90.90809631347656,91.68699645996094,0
2026-06-06,inr_usd,94.9499969482422,94.9499969482422,94.9499969482422,94.9499969482422,0
2026-01-23,sensex,82335.9375,82516.2734375,81471.8203125,81537.703125,19700
2026-01-27,nifty50,25063.349609375,25246.650390625,24932.55078125,25175.400390625,618700
2026-01-27,nifty_it,38482.8515625,38677.55078125,38074.80078125,38566.1015625,40600
2026-02-03,inr_usd,90.24559783935548,90.5322036743164,90.02780151367188,90.24559783935548,0
2026-01-27,sensex,81436.7890625,82084.921875,81088.59375,81857.4765625,27000
2026-01-28,nifty50,25258.849609375,25372.099609375,25187.650390625,25342.75,574900
2026-01-28,nifty_it,38583.1484375,38792.6484375,38433.44921875,38725.3515625,28900
2026-02-23,gold_mcx,5120.2998046875,5211.60009765625,5120.2998046875,5204.7001953125,779
2026-02-04,inr_usd,90.4228973388672,90.52799987792967,90.23600006103516,90.4228973388672,0
2026-01-28,sensex,81892.359375,82503.96875,81814.75,82344.6796875,33200
2026-01-29,nifty50,25345.0,25458.150390625,25159.80078125,25418.900390625,582400
2026-01-29,nifty_it,38601.8515625,38635.6015625,38063.3984375,38431.30078125,26800
2026-02-24,gold_mcx,5158.7998046875,5159.0,5112.7001953125,5155.7998046875,88
2026-02-05,inr_usd,90.125,90.51580047607422,90.0708999633789,90.125,0
2026-01-29,sensex,82368.9609375,82689.9609375,81707.9375,82566.3671875,23500
2026-01-30,nifty50,25247.55078125,25370.69921875,25213.650390625,25320.650390625,508400
2026-01-30,nifty_it,38262.6484375,38262.6484375,37704.3515625,38036.1484375,32600
2026-02-25,gold_mcx,5166.0,5206.39990234375,5166.0,5206.39990234375,1772
2026-02-06,inr_usd,90.3147964477539,90.81999969482422,90.17729949951172,90.3147964477539,0
2026-01-30,sensex,81947.3125,82430.8203125,81941.03125,82269.78125,13900
2026-02-26,gold_mcx,5177.2001953125,5199.2001953125,5143.89990234375,5176.5,1520
2026-02-02,nifty50,24796.5,25108.099609375,24679.400390625,25088.400390625,449200
2026-02-02,nifty_it,38396.0,38413.1484375,37807.1015625,38074.1484375,26200
2026-02-27,gold_mcx,5186.7001953125,5280.0,5176.7001953125,5230.5,354
2026-02-09,inr_usd,90.58899688720705,90.79100036621094,90.3655014038086,90.58799743652344,0
2026-02-02,sensex,80555.6796875,81732.25,80387.25,81666.4609375,12300
2026-02-03,nifty50,26308.05078125,26341.19921875,25641.30078125,25727.55078125,637300
2026-02-03,nifty_it,40301.3984375,40301.3984375,38550.5,38611.75,47500
2026-02-10,inr_usd,90.76020050048828,90.77649688720705,90.4644012451172,90.8227996826172,0
2026-02-03,sensex,85323.203125,85871.7265625,83501.21875,83739.1328125,19800
2026-02-04,nifty50,25675.05078125,25818.55078125,25563.94921875,25776.0,429800
2026-02-04,nifty_it,37165.3515625,37176.69921875,35809.5,36345.6484375,84600
2026-03-02,gold_mcx,5346.60009765625,5405.0,5266.2998046875,5294.39990234375,72
2026-02-11,inr_usd,90.58809661865234,90.81169891357422,90.4657974243164,90.58789825439452,0
2026-02-04,sensex,83252.0625,83947.53125,83119.953125,83817.6875,19900
2026-02-05,nifty50,25755.900390625,25757.650390625,25579.5,25642.80078125,343800
2026-02-05,nifty_it,36215.6484375,36621.94921875,36023.8984375,36143.30078125,100
2026-03-03,gold_mcx,5298.7001953125,5303.7998046875,5023.0,5107.39990234375,1776
2026-02-12,inr_usd,90.73580169677734,90.73609924316406,90.3646011352539,90.73570251464844,0
2026-02-05,sensex,83757.5390625,83784.171875,83151.6171875,83313.9296875,25000
2026-02-06,nifty50,25605.80078125,25703.94921875,25491.900390625,25693.69921875,375500
2026-02-06,nifty_it,36079.8515625,36105.8515625,35211.94921875,35611.05078125,41100
2026-02-13,inr_usd,90.56420135498048,90.7500991821289,90.5072021484375,90.56410217285156,0
2026-02-06,sensex,83249.3203125,83612.1171875,82925.3515625,83580.3984375,16100
2026-03-04,gold_mcx,5130.7001953125,5180.2001953125,5117.2001953125,5120.2001953125,679
2026-02-09,nifty50,25888.69921875,25922.25,25780.900390625,25867.30078125,359400
2026-02-09,nifty_it,35840.8984375,36056.44921875,35544.05078125,35616.6484375,25100
2026-03-05,gold_mcx,5169.5,5169.5,5054.7001953125,5065.2998046875,1701
2026-06-19,gold_mcx,4231.2001953125,4231.39990234375,4138.7001953125,4172.89990234375,73110
2026-02-16,inr_usd,90.5552978515625,90.8218994140625,90.52210235595705,90.57119750976562,0
2026-02-09,sensex,84177.5078125,84314.6796875,83860.421875,84065.75,14600
2026-02-10,nifty50,25922.650390625,25989.44921875,25870.44921875,25935.150390625,460900
2026-02-10,nifty_it,35656.94921875,36059.6484375,35427.3984375,35722.19921875,33800
2026-03-06,gold_mcx,5121.0,5146.10009765625,5076.10009765625,5146.10009765625,148
2026-02-17,inr_usd,90.78289794921876,90.79910278320312,90.62220001220705,90.78299713134766,0
2026-02-10,sensex,84210.0,84482.953125,84063.46875,84273.921875,45500
2026-02-11,nifty50,25997.44921875,26009.400390625,25899.80078125,25953.849609375,331400
2026-02-12,nifty50,25906.69921875,25906.69921875,25752.400390625,25807.19921875,419400
2026-02-13,nifty50,25571.150390625,25630.349609375,25444.30078125,25471.099609375,453500
2026-02-16,nifty50,25423.599609375,25697.0,25372.69921875,25682.75,275800
2026-02-17,nifty50,25637.94921875,25764.400390625,25570.30078125,25725.400390625,344100
2026-02-18,nifty50,25752.650390625,25828.05078125,25645.150390625,25819.349609375,310200
2026-02-19,nifty50,25873.349609375,25885.30078125,25388.75,25454.349609375,298200
2026-02-20,nifty50,25406.55078125,25663.55078125,25379.75,25571.25,296600
2026-02-23,nifty50,25678.400390625,25771.44921875,25609.349609375,25713.0,313700
2026-02-24,nifty50,25641.80078125,25641.80078125,25327.599609375,25424.650390625,439100
2026-02-25,nifty50,25512.599609375,25652.599609375,25428.19921875,25482.5,414200
2026-02-26,nifty50,25556.30078125,25572.94921875,25400.94921875,25496.55078125,405200
2026-02-27,nifty50,25459.849609375,25476.400390625,25141.30078125,25178.650390625,438900
2026-03-02,nifty50,24659.25,24989.349609375,24603.5,24865.69921875,519200
2026-03-04,nifty50,24388.80078125,24602.44921875,24305.400390625,24480.5,599000
2026-03-05,nifty50,24615.94921875,24854.19921875,24529.400390625,24765.900390625,504300
2026-03-06,nifty50,24656.400390625,24700.900390625,24415.75,24450.44921875,433400
2026-03-09,nifty50,23868.05078125,24078.150390625,23697.80078125,24028.05078125,526900
2026-03-10,nifty50,24280.80078125,24303.80078125,24079.94921875,24261.599609375,444300
2026-03-11,nifty50,24231.849609375,24299.0,23834.30078125,23866.849609375,407400
2026-03-12,nifty50,23674.849609375,23833.150390625,23556.30078125,23639.150390625,501000
2026-03-13,nifty50,23462.5,23492.400390625,23112.0,23151.099609375,519800
2026-03-16,nifty50,23116.099609375,23502.0,22955.25,23408.80078125,540300
2026-03-17,nifty50,23493.19921875,23656.80078125,23346.599609375,23581.150390625,458800
2026-03-18,nifty50,23632.900390625,23862.25,23618.44921875,23777.80078125,382900
2026-03-19,nifty50,23197.75,23378.69921875,22930.349609375,23002.150390625,550100
2026-03-20,nifty50,23110.150390625,23345.150390625,23067.599609375,23114.5,663300
2026-03-23,nifty50,22824.349609375,22851.69921875,22471.25,22512.650390625,550300
2026-03-24,nifty50,22878.44921875,23057.30078125,22624.19921875,22912.400390625,538100
2026-03-25,nifty50,23064.400390625,23465.349609375,23063.19921875,23306.44921875,505400
2026-03-27,nifty50,23173.55078125,23186.099609375,22804.55078125,22819.599609375,612600
2026-03-30,nifty50,22549.650390625,22714.099609375,22283.849609375,22331.400390625,698600
2026-04-01,nifty50,22899.0,22941.30078125,22618.599609375,22679.400390625,518000
2026-04-02,nifty50,22383.400390625,22782.30078125,22182.55078125,22713.099609375,495100
2026-04-06,nifty50,22780.30078125,22998.349609375,22542.94921875,22968.25,426400
2026-04-07,nifty50,22838.69921875,23153.849609375,22719.30078125,23123.650390625,477000
2026-04-08,nifty50,23855.150390625,24025.150390625,23828.5,23997.349609375,639300
2026-04-09,nifty50,23909.05078125,23990.75,23682.80078125,23775.099609375,466600
2026-04-10,nifty50,23880.55078125,24074.05078125,23856.349609375,24050.599609375,481300
2026-04-13,nifty50,23589.599609375,23907.400390625,23555.599609375,23842.650390625,488800
2026-04-15,nifty50,24163.80078125,24280.900390625,24145.80078125,24231.30078125,460300
2026-04-16,nifty50,24385.19921875,24400.94921875,24102.80078125,24196.75,508000
2026-04-17,nifty50,24165.900390625,24371.900390625,24096.05078125,24353.55078125,498600
2026-04-20,nifty50,24391.5,24480.650390625,24241.25,24364.849609375,415900
2026-04-21,nifty50,24374.55078125,24601.69921875,24354.900390625,24576.599609375,425800
2026-04-22,nifty50,24470.849609375,24515.94921875,24352.900390625,24378.099609375,440500
2026-04-23,nifty50,24202.349609375,24310.19921875,24134.80078125,24173.05078125,467500
2026-04-24,nifty50,24100.55078125,24206.0,23813.650390625,23897.94921875,438400
2026-04-27,nifty50,23945.44921875,24130.69921875,23936.19921875,24092.69921875,430300
2026-04-28,nifty50,24049.900390625,24181.80078125,23957.05078125,23995.69921875,554100
2026-04-29,nifty50,24096.900390625,24334.69921875,24059.94921875,24177.650390625,531100
2026-04-30,nifty50,23996.94921875,24087.44921875,23796.849609375,23997.55078125,505500
2026-05-04,nifty50,24063.55078125,24290.19921875,24004.75,24119.30078125,419100
2026-05-05,nifty50,24052.599609375,24081.69921875,23882.05078125,24032.80078125,363300
2026-05-06,nifty50,24171.0,24356.5,23997.900390625,24330.94921875,429200
2026-05-07,nifty50,24398.5,24482.099609375,24284.0,24326.650390625,440600
2026-05-08,nifty50,24233.650390625,24253.80078125,24126.650390625,24176.150390625,335900
2026-05-11,nifty50,23970.099609375,23997.44921875,23799.099609375,23815.849609375,390100
2026-05-12,nifty50,23722.599609375,23757.55078125,23348.400390625,23379.55078125,447500
2026-05-13,nifty50,23362.44921875,23582.94921875,23262.55078125,23412.599609375,415400
2026-05-14,nifty50,23530.25,23777.19921875,23426.55078125,23689.599609375,428700
2026-05-15,nifty50,23731.400390625,23839.30078125,23610.30078125,23643.5,408900
2026-05-18,nifty50,23482.19921875,23695.650390625,23317.099609375,23649.94921875,392000
2026-05-19,nifty50,23675.30078125,23782.30078125,23587.19921875,23618.0,442000
2026-05-20,nifty50,23457.25,23690.900390625,23397.30078125,23659.0,344100
2026-05-21,nifty50,23830.05078125,23859.900390625,23596.599609375,23654.69921875,348200
2026-05-22,nifty50,23671.19921875,23835.650390625,23671.0,23719.30078125,336100
2026-05-25,nifty50,23940.25,24054.44921875,23922.849609375,24031.69921875,351200
2026-05-26,nifty50,24004.099609375,24089.80078125,23885.44921875,23913.69921875,387900
2026-05-27,nifty50,23880.349609375,23983.19921875,23858.25,23907.150390625,531600
2026-05-29,nifty50,23902.150390625,24002.80078125,23484.75,23547.75,1198000
2026-06-01,nifty50,23654.5,23733.69921875,23357.94921875,23382.599609375,421700
2026-06-02,nifty50,23229.150390625,23556.94921875,23229.150390625,23483.55078125,511900
2026-06-03,nifty50,23415.94921875,23459.650390625,23151.5,23405.599609375,450100
2026-06-04,nifty50,23282.44921875,23465.30078125,23247.30078125,23416.55078125,412500
2026-06-05,nifty50,23478.94921875,23516.349609375,23282.650390625,23366.69921875,366200
2026-06-08,nifty50,23080.69921875,23267.30078125,23070.150390625,23123.0,375700
2026-06-09,nifty50,23259.05078125,23279.400390625,23104.44921875,23242.099609375,402600
2026-06-10,nifty50,23233.94921875,23425.349609375,23184.599609375,23214.94921875,380000
2026-06-11,nifty50,23104.400390625,23327.44921875,23072.05078125,23161.599609375,363000
2026-06-12,nifty50,23412.55078125,23645.349609375,23313.900390625,23622.900390625,351900
2026-06-15,nifty50,23984.849609375,24011.400390625,23817.80078125,23853.900390625,398900
2026-06-16,nifty50,23923.900390625,24002.599609375,23888.19921875,23989.150390625,327300
2026-06-17,nifty50,24044.5,24108.19921875,23969.69921875,24085.69921875,352700
2026-06-18,nifty50,24073.80078125,24189.25,24036.94921875,24168.0,340000
2026-06-19,nifty50,23991.19921875,24047.19921875,23901.900390625,24013.099609375,447900
2026-06-22,nifty50,24106.599609375,24168.05078125,24073.150390625,24102.900390625,252800
2026-06-23,nifty50,24071.30078125,24135.5,24040.05078125,24118.30078125,0
2026-02-11,nifty_it,35788.6484375,35857.6484375,35013.6015625,35095.1484375,26900
2026-02-12,nifty_it,34439.0,34488.80078125,33058.19921875,33160.19921875,97100
2026-02-13,nifty_it,31487.400390625,32932.75,31422.599609375,32681.5,112500
2026-02-16,nifty_it,32693.0,32809.3515625,32299.55078125,32738.05078125,49100
2026-02-17,nifty_it,32793.75,33703.1015625,32650.44921875,33075.05078125,66600
2026-02-18,nifty_it,33133.8515625,33169.30078125,32169.150390625,32668.30078125,53700
2026-02-19,nifty_it,32875.1015625,33167.6015625,32195.94921875,32319.400390625,40300
2026-02-20,nifty_it,32098.94921875,32339.80078125,31804.75,32004.05078125,41700
2026-02-23,nifty_it,31987.80078125,32051.69921875,31416.55078125,31550.5,50800
2026-02-24,nifty_it,31031.849609375,31056.44921875,29875.0,30053.5,93800
2026-02-25,nifty_it,30343.900390625,30999.75,30340.94921875,30526.349609375,50600
2026-02-26,nifty_it,30797.05078125,31112.19921875,30459.80078125,30554.19921875,41400
2026-02-27,nifty_it,31145.75,31305.80078125,30546.0,30603.849609375,58700
2026-03-02,nifty_it,30020.150390625,30587.30078125,29889.5,30272.94921875,30900
2026-03-04,nifty_it,30092.19921875,30579.44921875,30092.19921875,30305.30078125,47900
2026-03-05,nifty_it,30554.849609375,30563.349609375,29823.150390625,30126.80078125,34600
2026-03-06,nifty_it,30074.599609375,30664.94921875,30062.75,30138.400390625,28200
2026-03-09,nifty_it,29688.05078125,30241.099609375,29533.900390625,30162.05078125,46500
2026-03-10,nifty_it,30337.599609375,30360.150390625,29741.05078125,30024.05078125,33700
2026-03-11,nifty_it,30043.849609375,30231.400390625,29598.30078125,29651.69921875,47700
2026-03-12,nifty_it,29587.05078125,29790.80078125,29322.80078125,29579.44921875,40600
2026-03-13,nifty_it,29381.650390625,29508.44921875,28936.75,29071.30078125,29600
2026-03-16,nifty_it,28934.599609375,29202.69921875,28586.94921875,29042.55078125,38900
2026-03-17,nifty_it,29080.75,29080.75,28288.05078125,28760.900390625,47900
2026-03-18,nifty_it,28912.05078125,30055.599609375,28912.05078125,29559.30078125,54400
2026-03-19,nifty_it,29141.94921875,29321.849609375,28477.5,28579.599609375,32000
2026-03-20,nifty_it,28993.0,29322.400390625,28844.44921875,29199.599609375,69900
2026-03-23,nifty_it,28847.900390625,29295.69921875,28613.80078125,29147.05078125,43000
2026-03-24,nifty_it,29572.75,29926.349609375,29210.69921875,29648.900390625,41800
2026-03-25,nifty_it,29552.150390625,29950.05078125,29413.44921875,29671.30078125,46700
2026-03-27,nifty_it,29721.0,30029.55078125,29461.19921875,29541.650390625,61900
2026-03-30,nifty_it,29225.599609375,29439.05078125,28961.400390625,29062.599609375,61900
2026-04-01,nifty_it,29943.150390625,30257.849609375,29562.349609375,29669.05078125,32100
